Source DB,Target,Topic,Severity Level,Action Code,Action Message,Action Item,PostgreSQL Documentation Hyperlink / Amazon Services Hyperlink,Aurora PostgreSQL Documentation Hyperlink / Amazon Services Hiperlink,Estimated time to manual resolve h
PostgreSQL,MySQL,UDT,0,6120,MySQL doesn't support user-defined datatypes,Perform a manual conversion please.,http://dev.mysql.com/doc/refman/5.7/en/data-types.html,http://dev.mysql.com/doc/refman/5.6/en/data-types.html,20
PostgreSQL,MySQL,SELECT UPDATE INSERT DELETE,0,6127,MySQL doesn't support the RECURSIVE WITH clause,Use a stored procedure to prepare data or rewrite your query to avoid the WITH clause.,https://dev.mysql.com/doc/refman/5.0/en/select.html,https://dev.mysql.com/doc/refman/5.0/en/select.html,16
PostgreSQL,MySQL,Materialized views,3,6130,MySQL doesn't support materialized views. The source materialized view is converted to a table with triggers,If this migration approach is unsuitable for any reason perform a manual conversion please.,http://dev.mysql.com/doc/refman/5.7/en/create-table.html http://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,http://dev.mysql.com/doc/refman/5.6/en/create-table.html http://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,20
PostgreSQL,MySQL,User-defined aggregate functions,0,6140,Unable to convert user-defined aggregate statements,Perform a manual conversion please.,http://dev.mysql.com/doc/refman/5.7/en/udf-aggr-calling.html,http://dev.mysql.com/doc/refman/5.6/en/udf-aggr-calling.html,20
PostgreSQL,MySQL,INSERT,1,6172,MySQL doesn't support the INSERT statement with the RETURNING option,To perform this operation divide the INSERT statement with the RETURNING clause into an INSERT statement with following SELECT statements and use the same key conditions in each SELECT. You can also use the last value that was generated by AUTO_INCREMENT column in the key condition.,https://dev.mysql.com/doc/refman/5.7/en/insert.html,https://dev.mysql.com/doc/refman/5.6/en/insert.html,2
PostgreSQL,MySQL,CREATE CONSTRAINT ,0,6204,BLOB and TEXT columns cannot be included in a foreign key ,Revise your code and try to use another datatype of column.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,0.5
PostgreSQL,MySQL,CREATE INDEX,3,6205,MySQL has the InnoDB internal maximum key length ,For indexes on BLOB and TEXT columns have specified  an index prefix length.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,0.1
PostgreSQL,MySQL,Error handling,0,6329,MySQL doesn't support the RAISE exception,Review the RAISE exception used and if possible convert it to an exception using the SIGNAL or RESIGNAL statement.,https://dev.mysql.com/doc/refman/5.7/en/condition-handling.html,https://dev.mysql.com/doc/refman/5.6/en/condition-handling.html,1
PostgreSQL,MySQL,Message from stored routines,3,6332,MySQL doesn't support the RAISE statement to report messages,Try using INSERT in the log table. To do this you must add code into AWS_POSTGRESQL_EXT.RAISE_DEBUG AWS_POSTGRESQL_EXT.RAISE_LOG AWS_POSTGRESQL_EXT.RAISE_INFO AWS_POSTGRESQL_EXT.RAISE_NOTICE AWS_POSTGRESQL_EXT.RAISE_WARNING.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,1
PostgreSQL,MySQL,DYNAMIC SQL,0,6334,MySQL doesn't support the dynamic SQL statement RETURN QUERY EXECUTE,Review and modify the execution string.,https://dev.mysql.com/doc/refman/5.7/en/execute.html,https://dev.mysql.com/doc/refman/5.6/en/execute.html,1
PostgreSQL,MySQL,CURSOR,0,6337,MySQL doesn't support a  variable of REFCURSOR type,Try using temporary tables.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,8
PostgreSQL,MySQL,EXCEPTIONS,0,6342,MySQL doesn't support the %s condition name,Review the exception used and if possible convert it to an exception using the SIGNAL or RESIGNAL statement.,https://dev.mysql.com/doc/refman/5.7/en/condition-handling.html,https://dev.mysql.com/doc/refman/5.6/en/condition-handling.html,8
PostgreSQL,MySQL,SQL Functions,0,6343,MySQL doesn't support the COLLATE option. Automatic conversion cannot be performed,You must use the COLLATION settings that were assigned when the database was created.,https://dev.mysql.com/doc/refman/5.7/en/select.html,https://dev.mysql.com/doc/refman/5.6/en/select.html,8
PostgreSQL,MySQL,LABEL,0,6344,MySQL doesn't support labeled variables,Try rewriting variables without using labels.,http://dev.mysql.com/doc/refman/5.7/en/statement-labels.html,http://dev.mysql.com/doc/refman/5.6/en/statement-labels.html,8
PostgreSQL,MySQL,Select,0,6601,MySQL doesn't support distinct_on clause,Please perform a manual conversion.,,,8
PostgreSQL,MySQL,Select,0,6602,MySQL doesn't have inheritance,Please perform a manual conversion.,,,40
PostgreSQL,MySQL,FROM,0,6603,Can't use a function or procedure in the FROM clause,Please perform a manual conversion.,,,16
PostgreSQL,MySQL,Functions,0,6604, MySQL doesn't support RETURN NEXT clause,Please perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/create-procedure.html,http://dev.mysql.com/doc/refman/5.6/en/create-procedure.html,16
PostgreSQL,MySQL,Functions,1,6605, MySQL doesn't support VARIADIC mode of an argument,Please perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/create-procedure.html,http://dev.mysql.com/doc/refman/5.6/en/create-procedure.html,16
PostgreSQL,MySQL,ROW/RECORD type,0,6606,MySQL doesn't support ROW() function with any some and all predicates,Please perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/sql-syntax.html,https://dev.mysql.com/doc/refman/5.6/en/sql-syntax.html,8
PostgreSQL,MySQL,Patterns,0,6607,Could not usually convert pattern to MySQL version. Please check pattern manually,Please perform a manual conversion.,http://www.postgresql.org/docs/9.1/static/functions-matching.html,http://www.postgresql.org/docs/9.1/static/functions-matching.html,8
PostgreSQL,MySQL,ARRAY,0,6608,MySQL doesn't support arrays,Please perform a manual conversion.,http://www.postgresql.org/docs/9.4/static/arrays.html,http://www.postgresql.org/docs/9.4/static/arrays.html,8
PostgreSQL,MySQL,ORDER BY,1,6609,ORDER option was omitted because MySQL doesn't support key word USING in order by clause,Please perform a manual conversion.,http://www.postgresql.org/docs/9.4/static/sql-select.html,http://www.postgresql.org/docs/9.4/static/sql-select.html,8
PostgreSQL,MySQL,ORDER BY,3,6610,AI nulls first/last transformation was performed,Please perform a manual conversion.,http://www.postgresql.org/docs/9.4/static/sql-select.html,http://www.postgresql.org/docs/9.4/static/sql-select.html,1
PostgreSQL,MySQL,LIMIT,1,6611,LIMIT/OFFSET option was omitted,Please perform a manual conversion.,http://www.postgresql.org/docs/9.4/static/sql-select.html,http://www.postgresql.org/docs/9.4/static/sql-select.html,4
PostgreSQL,MySQL,INTERSECT EXCEPT,2,6612,query with INTERSECT/EXCEPT ALL operator was transformed,Please perform a manual conversion.,http://www.postgresql.org/docs/9.4/static/sql-select.html,http://www.postgresql.org/docs/9.4/static/sql-select.html,4
PostgreSQL,MySQL,FUNCTION,0,6613,Unable to convert a function without OUT parameters returning a RECORD type,Please perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/create-procedure.html,http://dev.mysql.com/doc/refman/5.6/en/create-procedure.html,20
PostgreSQL,MySQL,CURSOR,1,6638,MySQL doesn't support the SCROLL option in cursors,Revise your code to eliminate cursors with the SCROLL option.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
PostgreSQL,MySQL,CURSOR,1,6639,MySQL doesn't support the direction clause,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
PostgreSQL,MySQL,CURSOR,0,6640,MySQL doesn't support the MOVE option,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
PostgreSQL,MySQL,Triggers,0,6650,Unable to convert the statement with TG_ARGV automatically,Perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
PostgreSQL,MySQL,Triggers,1,6651,Unsupported using of RETURN statement in the trigger converted to LEAVE statement,Check flow of execution and perform a manual conversion if necessary.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
PostgreSQL,MySQL,Triggers,3,6652,MySQL doesn't support neither OLD record in triggers on INSERT nor NEW record in triggers on DELETE,Check if NULL instead of a field of the unsupported record is appropriate.,https://dev.mysql.com/doc/refman/5.7/en/cursors.html,https://dev.mysql.com/doc/refman/5.6/en/cursors.html,40
PostgreSQL,MySQL,Operators and Date Functions,0,6660,Unable to convert the %s operation with the interval value as one or more arguments,Please perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/date-and-time-functions.html,https://dev.mysql.com/doc/refman/5.6/en/date-and-time-functions.html,8
PostgreSQL,MySQL,Operators and Date Functions,2,6661,The operation will return the number of days instead of the interval value,Check if the resulting type meets your requirements. If it doesn't perform a manual conversion please.,https://dev.mysql.com/doc/refman/5.7/en/date-and-time-functions.html,https://dev.mysql.com/doc/refman/5.6/en/date-and-time-functions.html,2
PostgreSQL,MySQL,Operators and Date Functions,0,6662,Unsupported format for the interval's value,Currently the only supported format is a SQL ANSI format for interval literals. Please perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/date-and-time-functions.html#function_date-add,https://dev.mysql.com/doc/refman/5.6/en/date-and-time-functions.html#function_date-add,0.5
PostgreSQL,MySQL,Parser Error,1,6663,Unable to resolve the object,Verify if object %s is present in the database. If it isn't check the object name or add the object. If the object is present transform the code manually.,,,4
PostgreSQL,MySQL,Error handling,0,6664,MySQL doesn't support the condition information %s,Please perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/get-diagnostics.html,https://dev.mysql.com/doc/refman/5.6/en/get-diagnostics.html,1
PostgreSQL,MySQL,Error handling,0,6665,MySQL doesn't support the GET [ CURRENT ] DIAGNOSTICS command,Please perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/get-diagnostics.html,https://dev.mysql.com/doc/refman/5.6/en/get-diagnostics.html,1
PostgreSQL,MySQL,SELECT INTO,1,6666,Transformation of not strict into clause was performed,Please perform a manual conversion.,http://www.postgresql.org/docs/9.4/interactive/plpgsql-statements.html#PLPGSQL-STATEMENTS-ASSIGNMENT,http://www.postgresql.org/docs/9.4/interactive/plpgsql-statements.html#PLPGSQL-STATEMENTS-ASSIGNMENT,8
PostgreSQL,MySQL, BUILT-IN SQL FUNCTIONS,0,6667,MySQL doesn't support the %s function,Create a user-defined function.,http://dev.mysql.com/doc/refman/5.7/en/string-functions.html,http://dev.mysql.com/doc/refman/5.6/en/string-functions.html,8
PostgreSQL,MySQL,ROW/RECORD type,0,6668,MySQL doesn't support ROW/RECORD type,Please perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/sql-syntax.html,https://dev.mysql.com/doc/refman/5.6/en/sql-syntax.html,20
PostgreSQL,MySQL,UPDATE,3,6669,FROM clause was rewritten. Please check the result,Please perform a manual conversion.,http://www.postgresql.org/docs/9.4/static/sql-update.html,http://www.postgresql.org/docs/9.4/static/sql-update.html,1
PostgreSQL,MySQL,UPDATE,0,6670,MySQL does not support update by cursor,Please perform a manual conversion.,http://www.postgresql.org/docs/9.4/static/sql-update.html,http://www.postgresql.org/docs/9.4/static/sql-update.html,8
PostgreSQL,MySQL,DELETE,0,6672,MySQL does not support delete by cursor,Please perform a manual conversion.,http://www.postgresql.org/docs/9.4/static/sql-update.html,http://www.postgresql.org/docs/9.4/static/sql-update.html,8
PostgreSQL,MySQL,DATATYPES,3,6673,MySQL doesn't support %s type in the CAST function. The loss of precision and/or accuracy of data is possible,Check if the data violates these restrictions. If so perform a manual migration please.,http://dev.mysql.com/doc/refman/5.7/en/cast-functions.html#function_cast,http://dev.mysql.com/doc/refman/5.6/en/cast-functions.html#function_cast,8
PostgreSQL,MySQL,DATATYPES,1,6674,MySQL doesn't support %s type in the CAST function,Check if the data violates these restrictions. If so perform a manual migration please.,http://dev.mysql.com/doc/refman/5.7/en/cast-functions.html#function_cast,http://dev.mysql.com/doc/refman/5.6/en/cast-functions.html#function_cast,8
PostgreSQL,MySQL,FUNCTION,0,6675,Automatic conversion function on %s language doesn't supported,Please perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/create-procedure.html,http://dev.mysql.com/doc/refman/5.6/en/create-procedure.html,40
PostgreSQL,MySQL,ALTER,0,6676,Automatic conversion ALTER statement doesn't supported,Perform a manual conversion.,,,0.5
PostgreSQL,MySQL,Buildin function,3,6677,MySQL does not supported time zone,Perform a manual conversion please.,,,1
PostgreSQL,MySQL,AGGREGATE FUNCTION,0,6678,MySQL doesn't support function %s with OVER/ORDER BY/WITHIN GROUP/FILTER clause,Please perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/group-by-functions.html,http://dev.mysql.com/doc/refman/5.6/en/group-by-functions.html,8
PostgreSQL,MySQL,SELECT,3,6679,Value don't fixed on start transaction,Review your code if need use local variable.,,,1
PostgreSQL,MySQL,AGGREGATE FUNCTION,3,6680,Please check working of function with null values,Please perform a manual conversion.,https://dev.mysql.com/doc/refman/5.7/en/group-by-functions.html#function_group-concat,https://dev.mysql.com/doc/refman/5.6/en/group-by-functions.html#function_group-concat,8
PostgreSQL,MySQL,Arithmetic operators,0,6681,Unable to perform an automated migration of arithmetic operations with string and other types,Make cast operands to the expected type.,,,1
Oracle,MySQL,ROWID,1,591,This object uses a ROWID from the %s table,Check that a referenced table was converted also.,,,0.01
PostgreSQL,MySQL,Tables,0,6683,MySQL doesn't support lateral views,Currently MySQL neither supports lateral subqueries nor provides any single solution to be used as the replacement. Please rewrite the source statement manually to avoid using the lateral subqueries.,https://dev.mysql.com/doc/refman/5.7/en/join.html,https://dev.mysql.com/doc/refman/5.6/en/join.html,8
Oracle,MySQL,ROWID,3,593,This object uses a ROWID from the %s table,Check the number of columns in the table.,,,0.01
Oracle,MySQL,FROM,0,594,MySQL doesn't support LATERAL neither CROSS APPLY nor OUTER APPLY correlated inline views,Currently MySQL neither supports lateral inline views nor provides any single solution to be used as the replacement. Please rewrite the source statement manually to avoid using the lateral inline views.,https://dev.mysql.com/doc/refman/5.7/en/join.html,https://dev.mysql.com/doc/refman/5.6/en/join.html,8
SQL Server,MySQL,SYS objects,0,904,Unable to convert system object %s,Perform a manual conversion.,,,16
SQL Server,MySQL,SELECT,0,905,MySQL doesn't support the PIVOT clause for the SELECT statement,You can use a stored procedure to prepare data and then return the data with a VIEW.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,8
SQL Server,MySQL,SELECT,0,906,MySQL doesn't support the UNPIVOT clause for the SELECT statement,You can use a stored procedure to prepare data and then return the data with a VIEW.,https://dev.mysql.com/doc/refman/5.7/en/create-view.html,https://dev.mysql.com/doc/refman/5.6/en/create-view.html,8
MySQL,MySQL,UDF,1,2700,Usage of UDFs are not supported,Perform a manual conversion.,,,160
PostgreSQL,MySQL,DATATYPES,1,6684,Unable convert the variable declaration of unsupported %s datatype,Perform a manual conversion.,,,8
PostgreSQL,MySQL,DATATYPES,1,6685,Unable convert variable reference of unsupported %s datatype,The stub-code created. Please perform a manual conversion.,,,8
Oracle,MySQL,Cursor attributes,3,596,The conversion may be inaccurate,Review the transformed code and modify it manually if necessary. If SQL%ROWCOUNT refers to the INSERT or DELETE you should use FOUND_ROWS() instead of ROW_COUNT().,http://dev.mysql.com/doc/refman/5.7/en/cursors.html,http://dev.mysql.com/doc/refman/5.6/en/cursors.html,0.1
Oracle,MySQL,Conditional Compilation ,0,597,Conditional Compilation  is not supported,Review the transformed code and modify it manually if necessary. .,,,4
Oracle,MySQL,EXPLICIT CURSORS,1,598,MySQL doesn't support the RETURN TYPE for the cursor,Use cursor declaration without this statement. Also please check if there are variables depends on this cursor %rowtype and modify them to base %rowtype if necessary.,,,1
Oracle,MySQL,DELETE|UPDATE,0,599,MySQL doesn't support use of a CURRENT OF clause for data manipulation language (DML) queries that are in the body of a cursor loop. A manual conversion is required,Replace the CURRENT OF clause with an expression that consists of conditions that use unique key fields of the table.,https://docs.oracle.com/cd/B13789_01/appdev.101/b10807/13_elems014.htm,https://docs.oracle.com/cd/B13789_01/appdev.101/b10807/13_elems014.htm,2
MySQL,MySQL,UDF,0,2701,UDFs are not supported,Perform a manual conversion.,,,160
PostgreSQL,MySQL,TRIGGER,0,6686,Automatic conversion of trigger which uses extension function %s doesn't supported,Please perform a manual conversion.,,,8
Oracle,MySQL,DBLINK,0,600,MySQL doesn't support use of dblinks,Use another method for this functionality.,,,8
Oracle,MySQL,UPDATE,0,63,Unable to convert the UPDATE statement with multiple-column subquery in SET clause  ,Perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/update.html,http://dev.mysql.com/doc/refman/5.6/en/update.html,8
Oracle,MySQL,CREATE TABLE,1,215,MySQL doesn't support virtual column with unsupported build-in function,Please review generated code and modify it if necessary.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,2
SQL Server,MySQL,DDL,1,907,Unable to complete the automatic migration of tables arranged in several partitions,Perform a manual conversion.,,,160
SQL Server,MySQL,DDL,1,908,Unable to complete the automatic migration of tables that use data compression,Perform a manual conversion.,,,160
SQL Server,MySQL,MERGE,0,832,MySQL doesn't support the MERGE statement,To achieve the effect of a MERGE statement use separate INSERT DELETE and UPDATE statements.,,,2
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,0,833,Migration @@rowcount function in current context is not supported,Perform a manual conversion.,,,4
SQL Server,MySQL,BUILT-IN SQL FUNCTIONS,3,834,Check conversion @@rowcount function,Please review generated code and modify it if necessary.,,,0.1
SQL Server,MySQL,DDL,0,835,MySQL does not support the Filetable option,Working with the file system is not supported you need to change the logic of the application.,,,160
Oracle,MySQL,DYNAMIC SQL,1,336,MySQL doesn't support the dynamic SQL statement EXECUTE IMMEDIATE with %s clause,Review and modify the execution string.,https://dev.mysql.com/doc/refman/5.7/en/execute.html,https://dev.mysql.com/doc/refman/5.6/en/execute.html,1
DB2,MySQL,CREATE TABLE Local Variables Parameters,2,4000,MySQL expands fractional seconds support for TIME DATETIME and TIMESTAMP values with up to microseconds (6 digits) of precision,Review your transformed code and modify it if necessary to avoid a loss of accuracy.,https://dev.mysql.com/doc/refman/5.7/en/data-types.html,https://dev.mysql.com/doc/refman/5.6/en/data-types.html,0.5
DB2,MySQL,SPECIAL DATETIME REGISTERING FUNCTIONS,2,4001,Special datetime registering function %s MySQL expands up to microseconds (6 digits) of precision,Review your transformed code and modify it if necessary to avoid a loss of accuracy.,https://dev.mysql.com/doc/refman/5.7/en/data-types.html,https://dev.mysql.com/doc/refman/5.6/en/data-types.html,0.5
DB2,MySQL,SPECIAL REGISTERING FUNCTIONS,2,4002,MySQL doesn't support special registering function %s,Review your transformed code and modify it if necessary.,https://dev.mysql.com/doc/refman/5.7/en/data-types.html,https://dev.mysql.com/doc/refman/5.6/en/data-types.html,0.5
DB2,MySQL,CREATE TABLE,3,4003,Unable to convert CREATE GLOBAL TEMPORARY TABLE of unsupported %s temporary table object,Try using an ordinary table.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,8
DB2,MySQL,CREATE TABLE,3,4004,MySQL doesn't support HIDDEN columns,Review your transformed code and if necessary modify SQL queries for this table.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,0.5
SQL Server,MySQL,UPDATE,0,836,Migration operation .Write for binary data is not supported,Perform a manual conversion.,,,8
DB2,MySQL, BUILT-IN SQL FUNCTIONS,0,4005,MySQL doesn't support the %s function,Create a user-defined function.,http://dev.mysql.com/doc/refman/5.7/en/string-functions.html,http://dev.mysql.com/doc/refman/5.6/en/string-functions.html,8
DB2,MySQL,UPDATE,0,4006,You cannot perform this action by using the UPDATE statement on a VIEW,Perform an update on the underlying tables instead.,http://dev.mysql.com/doc/refman/5.7/en/update.html,http://dev.mysql.com/doc/refman/5.6/en/update.html,8
DB2,MySQL,CHECK CONSTRAINT,0,4007,MySQL doesn't support functional dependency check constraint,Table created without functional dependency constraint.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,,0.5
DB2,MySQL,CHECK CONSTRAINT,0,4008,MySQL does not support check constraints. Emulating triggers created,Please revise generated code and modify it if is necessary.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,0.5
DB2,MySQL,CREATE TABLE,3,4009,MySQL doesn't support NOT LOGGED lob columns,Column created with logging option.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,,0.1
SQL Server,MySQL,Error handling,3,837,MySQL and MS SQL Server handle errors differently so check result of code conversion,Please review generated code and modify it if necessary.,,,1
DB2,MySQL,CREATE TABLE,3,4010,MySQL doesn't support NOT LOGGED option,Table created without NOT LOGGED option.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,,0.1
DB2,MySQL,DDL,3,4011,MySQL doesn't support creating indexes with a CLUSTER option. The user can't create CLUSTER INDEX MySQL will create it automatically,Use non-clustered indexes.,https://dev.mysql.com/doc/refman/5.7/en/create-index.html,,0.1
DB2,MySQL,CREATE TABLE,3,4012,MySQL doesn't support user-defined data types. The user datatype has been replaced by the base datatype,Please review generated code and modify it if necessary.,,,0.01
DB2,MySQL,CREATE TYPE,0,4013,MySQL doesn't support user-defined datatypes,Perform a manual conversion please.,,,40
DB2,MySQL,CREATE TABLE,0,4014,MySQL doesn't support tables with user-defined datatype columns ,Perform a manual conversion.,,,40
DB2,MySQL,CREATE TABLE,0,4016,MySQL doesn't support subtables,Perform a manual conversion.,,,40
DB2,MySQL,MATERIALIZED QUERY TABLES,0,4017,MySQL doesn't support a materialized VIEW,Revise your code to replace materialized VIEW with another solution.,http://dev.mysql.com/doc/refman/5.7/en/create-view.html,http://dev.mysql.com/doc/refman/5.6/en/create-view.html,40
DB2,MySQL,CREATE TABLE,1,4018,Unable to complete the automatic migration of tables arranged in several partitions,Perform a manual conversion.,,,160
DB2,MySQL,CREATE INDEX,1,4019,Unable to complete the automatic migration of partitioned indexes,Perform a manual conversion.,,,160
DB2,MySQL,CREATE INDEX,3,4020,MySQL doesn't support the INCLUDE option in indexes,Perform a manual conversion.,,,0.1
DB2,MySQL,CREATE INDEX,3,4021,MySQL doesn't support the WHERE option in indexes,Use indexes without this option.,,,0.1
DB2,MySQL,CREATE TABLE,2,4022,MySQL doesn't support identity option for table column,Table created without identity option.,https://dev.mysql.com/doc/refman/5.7/en/create-table.html,https://dev.mysql.com/doc/refman/5.6/en/create-table.html,40
DB2,MySQL,Sequences,0,4023,MySQL doesn't support sequences,Perform a manual conversion please.,http://dev.mysql.com/doc/refman/5.7/en/sql-syntax-data-definition.html,http://dev.mysql.com/doc/refman/5.6/en/sql-syntax-data-definition.html,12
DB2,MySQL,TRIGGERS,0,4024,MySQL doesn't support triggers for multiple events,Try to split the trigger on several independent triggers (one trigger - for one event).,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,1
DB2,MySQL,TRIGGERS,0,4025,MySQL doesn't support INSTEAD OF triggers,Try using the BEFORE trigger.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,1
SQL Server,MySQL,CONTROL FLOW,0,838,DBCC migration is not currently supported,Perform a manual conversion.,,,20
DB2,MySQL,FUNCTION,0,4026,MySQL doesn't support functions that return a row with using type methods,Perform a manual conversion.,,,8
DB2,MySQL,CREATE TYPE,3,4027,MySQL doesn't support anchored types,Perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/data-types.html,http://dev.mysql.com/doc/refman/5.6/en/data-types.html,40
DB2,MySQL,TRIGGERS,0,4028,MySQL doesn't support statement triggers,Try using the FOR EACH ROW trigger.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,1
DB2,MySQL,TRIGGERS,0,4029,MySQL doesn't support the REFERENCING clauses,Modify references to pseudorows to use OLD and NEW instead.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,1
DB2,MySQL,TRIGGERS,3,4030,MySQL doesn't support WHEN(condition) triggers,The WHEN condition is applied in the trigger body.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,0.1
DB2,MySQL,TRIGGERS,0,4031,MySQL doesn't support the UPDATE OF clause,Try using the FOR EACH ROW trigger.,https://dev.mysql.com/doc/refman/5.7/en/create-trigger.html,https://dev.mysql.com/doc/refman/5.6/en/create-trigger.html,2
DB2,MySQL,CREATE VARIABLE,0,4032,MySQL doesn't support global variables of %s type,Perform a manual conversion.,,,40
DB2,MySQL,ALIASES,0,4033,MySQL doesn't support aliases,Replace an alias with original database object. If original object is table or view you can try to create a view in one database that relies on a table or view in another database.,,,40
DB2,MySQL,FUNCTION PROCEDURE,1,4034,MySQL doesn't not support external routines,Perform a manual conversion please.,https://dev.mysql.com/doc/refman/5.7/en/create-procedure.html,https://dev.mysql.com/doc/refman/5.6/en/create-procedure.html,20
DB2,MySQL,FUNCTION PROCEDURE,1,4035,MySQL doesn't not support sourced routines,Perform a manual conversion please.,https://dev.mysql.com/doc/refman/5.7/en/create-procedure.html,https://dev.mysql.com/doc/refman/5.6/en/create-procedure.html,20
DB2,MySQL,CREATE TABLE,1,4036,MySQL doesn't support %s with precision more than 65 digits and scale more than 30 digits. The loss of precision and/or accuracy of data is possible,Check if the data violates these restrictions. If so perform a manual migration please.,,,8
DB2,MySQL,FROM,1,4038,MySQL doesn't support period-specification clause,Perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/select.html,,20
DB2,MySQL,FROM,1,4039,MySQL doesn't support tablesample-clause,Perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/select.html,,20
DB2,MySQL,"FROM
UPDATE
DELETE",1,4040,MySQL doesn't support using ONLY clause,Perform a manual conversion.,"http://dev.mysql.com/doc/refman/5.7/en/select.html

https://dev.mysql.com/doc/refman/5.7/en/update.html

https://dev.mysql.com/doc/refman/5.7/en/delete.html",,20
DB2,MySQL,FROM,0,4041,MySQL doesn't support outer-table-reference ,Perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/select.html,,20
DB2,MySQL,FROM,0,4042,MySQL doesn't support LATERAL clause,Currently MySQL neither supports lateral inline views nor provides any single solution to be used as the replacement. Please rewrite the source statement manually to avoid using the lateral inline views.,http://dev.mysql.com/doc/refman/5.7/en/select.html,,8
DB2,MySQL,FROM,0,4043,MySQL doesn't support continue handlers in SELECT statement,Perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/select.html,,20
DB2,MySQL,FROM,1,4044,MySQL doesn't support insert statement with returning values,Perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/select.html,,20
DB2,MySQL,FROM,0,4045,MySQL doesn't support table function reference in SELECT statement,Perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/select.html,,20
DB2,MySQL,FROM,0,4046,MySQL doesn't support collection-derived table reference in SELECT statement,Perform a manual conversion.,http://dev.mysql.com/doc/refman/5.7/en/select.html,,20
DB2,MySQL,FUNCTION PROCEDURE,1,4047,MySQL doesn't not support routines with returning cursor,Perform a manual conversion please.,https://dev.mysql.com/doc/refman/5.7/en/create-procedure.html,https://dev.mysql.com/doc/refman/5.6/en/create-procedure.html,20
