source,target,actioncode,hours,Feature,Exceptionsyntax
MSSQL,MYSQL,646,2,Specifying a collation,
MSSQL,MYSQL,760,0.25,DATEDIFF,
MSSQL,MYSQL,905,8,PIVOT clause,
MSSQL,POSTGRESQL,7653,8,SELECT,GROUP BY CUBE
MSSQL,POSTGRESQL,7657,40,DATATYPES,hierarchyid
MSSQL,POSTGRESQL,7675,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7679,0.1,DDL,CREATE TABLE
MSSQL,POSTGRESQL,7680,8,DDL,CREATE TABLE
MSSQL,POSTGRESQL,7695,0.5,EXECUTE,
MSSQL,POSTGRESQL,7786,0.1,DDL,CREATE INDEX
MSSQL,POSTGRESQL,7799,4,INSERT,TOP
MSSQL,POSTGRESQL,7802,4,CONTROL FLOW,
MSSQL,POSTGRESQL,7805,8,Operators,Comparison Operators
MSSQL,POSTGRESQL,7819,8,INSERT,EXECUTE
MSSQL,POSTGRESQL,7821,8,CONTROL FLOW,WAITFOR DELAY
MSSQL,POSTGRESQL,7829,8,UPDATE,Variable assignment
MSSQL,POSTGRESQL,7830,2,Arithmetic operators,Arithmetic operators
MSSQL,MYSQL,631,,Distributed transaction,
MSSQL,MYSQL,637,1,CURSOR with option GLOBAL,
MSSQL,MYSQL,712,3,PARSE,
MSSQL,MYSQL,734,0.1,@@LANGUAGE,
MSSQL,MYSQL,737,0.1,@@VERSION,
MSSQL,MYSQL,753,0.1,ROUND,
MSSQL,MYSQL,755,0.1,STDEVP,
MSSQL,MYSQL,647,2,OVER,
MSSQL,MYSQL,678,1,CHECK CONSTRAINT,
MSSQL,MYSQL,730,0.5,THROW,
MSSQL,MYSQL,624,2, DELETE with clause CURRENT OF cursor_variable_name,
MSSQL,MYSQL,672,1,EXECUTE a character string,
MSSQL,MYSQL,706,2,datetimeoffset-hierarchyiu-sql_variant-uniqueidentifier-xml-geography-geometry-rowversion,
MSSQL,MYSQL,779,1,QUERY,
MSSQL,MYSQL,832,1,MERGE,
MSSQL,MYSQL,644,1,EXECUTE a character string with user login option,
MSSQL,MYSQL,728,1,CREATE INDEX,
MSSQL,MYSQL,601,0.5,Foreign keys on  BLOB and TEXT columns  ,
MSSQL,MYSQL,910,0.5,EXECUTE,
MSSQL,MYSQL,636,0.1,CREATE VIEW with option VIEW_METADATA,
MSSQL,MYSQL,642,0.1,EXECUTE with execute options [RESULT SETS NONE],
MSSQL,POSTGRESQL,7637,2,CURSORS,CURSOR with option GLOBAL
MSSQL,POSTGRESQL,7639,2,CURSORS,CURSOR with options STATIC or KEYSET or DYNAMIC or FAST_FORWARD
MSSQL,POSTGRESQL,7646,2,SELECT,ORDER BY Specifying a collation
MSSQL,POSTGRESQL,7905,10,SELECT,PIVOT clause
MSSQL,POSTGRESQL,7916,3,MERGE,
MSSQL,POSTGRESQL,2012,8,DDL-Linked Server,
MSSQL,POSTGRESQL,2015,8,DDL-Server-level objects,
MSSQL,POSTGRESQL,2019,10,DDL-Server-level objects,
MSSQL,MYSQL,903,1,SQL Server Backup,
MSSQL,MYSQL,907,0.5,CREATE TABLE,
MSSQL,MYSQL,761,0.25,DATEDIFF,
MSSQL,MYSQL,613,1,LIMIT,"UPDATE, LIMIT"
MSSQL,MYSQL,620,0.5,DDL,create table
MSSQL,MYSQL,656,0.5,DDL,create table
MSSQL,MYSQL,769,1,Spatial methods,spatial
MSSQL,MYSQL,772,0.5,Arithmetic operators,arithmetic operators & dates type
MSSQL,MYSQL,778,4,DDL,table-valued function
MSSQL,MYSQL,911,4,MERGE,merge with option output
MSSQL,MYSQL,912,0.5,sp_prepare,"sp_prepare with optional parameter ""options"""
MSSQL,MYSQL,913,12,Analytic functions,Analytic functions
MSSQL,MYSQL,914,1,sp_unprepare,sp_unprepare
MSSQL,MYSQL,915,1,DDL,ddl
MSSQL,MYSQL,916,0.5,Unknown,TRANSACTION
MSSQL,MYSQL,917,0.5,DML,"INSERT, EXEC"
MSSQL,MYSQL,918,4,DML,INSERT
MSSQL,MYSQL,919,0.5,"CREATE TABLE, Local Variables","NUMERIC(scale>30), DECIMAL(scale>30)"
MSSQL,MYSQL,920,1,DATATYPES,identity
MSSQL,MYSQL,921,20,DDL,graph tables
MSSQL,MYSQL,922,20,DDL,graph tables
MSSQL,MYSQL,923,20,DDL,graph tables
MSSQL,MYSQL,924,20,DDL,INDEX 
MSSQL,MYSQL,925,0.5,DDL,create table
MSSQL,MYSQL,926,4,VIEW,create indexed view
MSSQL,POSTGRESQL,7606,0.5,CONSTRAINTS,CONSTRAINT PRIMARY FOREIGN KEY PARTITION TABLE
MSSQL,POSTGRESQL,7607,0.5,BUILT-IN SQL FUNCTIONS,SCOPE_IDENTITY()
MSSQL,POSTGRESQL,7608,0.5,BUILT-IN SQL FUNCTIONS,SET IDENTITY_INSERT
MSSQL,POSTGRESQL,7610,1,DDL,ddl
MSSQL,POSTGRESQL,7634,0.5,VIEW,create view with option schemabinding
MSSQL,POSTGRESQL,7635,0.5,VIEW,create view with option encryption
MSSQL,POSTGRESQL,7636,0.5,VIEW,create view with option view_metadata
MSSQL,POSTGRESQL,7678,0.5,DDL,create table
MSSQL,POSTGRESQL,7772,0.5,Arithmetic operators,arithmetic operators & dates type
MSSQL,POSTGRESQL,7833,0.5,BUILT-IN SQL FUNCTIONS,@@rowcount
MSSQL,POSTGRESQL,7834,0.5,BUILT-IN SQL FUNCTIONS,@@rowcount
MSSQL,POSTGRESQL,7840,1,CONTROL FLOW,dbcc
MSSQL,POSTGRESQL,7841,1,TRANSACTION,
MSSQL,POSTGRESQL,7917,1,Spatial methods,spatial
MSSQL,POSTGRESQL,7918,2,View,table-valued function
MSSQL,POSTGRESQL,7919,4,FOR XML,directives
MSSQL,POSTGRESQL,7920,4,FOR XML,mode
MSSQL,POSTGRESQL,7921,4,OUTPUT,output
MSSQL,POSTGRESQL,7922,0.5,Error handling,try/catch
MSSQL,POSTGRESQL,7923,4,DDL,inline function
MSSQL,POSTGRESQL,7924,0.5,OPENXML,columns xpath expression
MSSQL,POSTGRESQL,7925,4,OPENXML,xml data mapping
MSSQL,POSTGRESQL,7926,4,FOR XML,directives
MSSQL,POSTGRESQL,7927,1,Update,top
MSSQL,POSTGRESQL,7929,4,DML,INSERT
MSSQL,POSTGRESQL,7930,0.5,DML,"INSERT, EXEC"
MSSQL,POSTGRESQL,7931,20,DDL,graph tables
MSSQL,POSTGRESQL,7932,20,DDL,graph tables
MSSQL,POSTGRESQL,7933,20,DDL,graph tables
MSSQL,POSTGRESQL,7934,0.5,DDL,create index
MSSQL,POSTGRESQL,7935,20,DDL,INDEX 
MSSQL,POSTGRESQL,7936,1,DATATYPES,identity
MSSQL,POSTGRESQL,7937,4,VIEW,create indexed view
MSSQL,POSTGRESQL,7938,1,DML,"SELECT, DELETE, UPDATE, MERGE"
MSSQL,POSTGRESQL,7939,1,DML,JSON
MSSQL,POSTGRESQL,7940,1,DML,JSON
MSSQL,POSTGRESQL,7941,1,DML,SELECT
SYBASE,POSTGRESQL,3000,1,,
SYBASE,POSTGRESQL,3001,1,,
SYBASE,POSTGRESQL,3002,0.25,,
SYBASE,POSTGRESQL,3003,1.5,,
SYBASE,POSTGRESQL,3004,0.25,,
SYBASE,POSTGRESQL,3007,1,,
SYBASE,POSTGRESQL,3012,0.5,,
SYBASE,POSTGRESQL,3013,0.5,,
SYBASE,POSTGRESQL,3014,0.25,,
SYBASE,POSTGRESQL,3015,0.5,,
SYBASE,POSTGRESQL,3016,0.25,,
SYBASE,POSTGRESQL,3017,0.25,,
SYBASE,POSTGRESQL,3018,0.5,,
SYBASE,POSTGRESQL,3019,1,,
SYBASE,POSTGRESQL,3021,0.5,,
SYBASE,POSTGRESQL,3022,0.25,,
SYBASE,POSTGRESQL,3024,0.25,,
SYBASE,POSTGRESQL,3025,0.5,,
SYBASE,POSTGRESQL,3026,0.25,,
SYBASE,POSTGRESQL,3027,0.25,,
SYBASE,POSTGRESQL,3028,0.25,,
SYBASE,POSTGRESQL,3029,0.5,,
SYBASE,POSTGRESQL,3030,0.5,,
SYBASE,POSTGRESQL,3032,1,,
SYBASE,POSTGRESQL,3033,0.25,,
SYBASE,POSTGRESQL,3034,0.5,,
SYBASE,POSTGRESQL,3035,0.5,,
SYBASE,POSTGRESQL,3036,0.5,,
SYBASE,POSTGRESQL,3037,0.5,,
SYBASE,POSTGRESQL,3038,0.5,,
SYBASE,POSTGRESQL,3039,1,,
SYBASE,POSTGRESQL,3043,0.5,,
SYBASE,POSTGRESQL,3044,0.25,,
SYBASE,POSTGRESQL,3045,0.5,,
SYBASE,POSTGRESQL,3046,0.25,,
SYBASE,POSTGRESQL,3047,0.25,,
SYBASE,POSTGRESQL,3048,0.25,,
SYBASE,POSTGRESQL,3049,0.25,,
SYBASE,POSTGRESQL,3050,0.25,,
SYBASE,POSTGRESQL,3052,0.25,,
SYBASE,POSTGRESQL,3053,0.5,,
SYBASE,POSTGRESQL,3054,0.25,,
SYBASE,POSTGRESQL,3056,0.25,,
SYBASE,POSTGRESQL,3057,0.25,,
SYBASE,POSTGRESQL,3058,0.5,,
SYBASE,POSTGRESQL,3060,1,,
SYBASE,POSTGRESQL,3061,0.5,,
SYBASE,POSTGRESQL,3062,0.5,,
SYBASE,POSTGRESQL,3064,0.5,,
SYBASE,POSTGRESQL,3065,0.5,,
SYBASE,POSTGRESQL,3066,1,,
SYBASE,POSTGRESQL,3067,0.25,,
SYBASE,POSTGRESQL,3068,0.25,,
SYBASE,POSTGRESQL,3069,1,,
SYBASE,POSTGRESQL,3070,0.5,,
SYBASE,POSTGRESQL,3071,0.25,,
SYBASE,POSTGRESQL,3072,0.25,,
SYBASE,POSTGRESQL,3078,0.25,,
SYBASE,POSTGRESQL,3079,1,,
SYBASE,POSTGRESQL,7623,0.5,,
SYBASE,POSTGRESQL,7628,0.25,,
SYBASE,POSTGRESQL,7634,0.5,,
SYBASE,POSTGRESQL,7635,1,,
SYBASE,POSTGRESQL,7637,1,,
SYBASE,POSTGRESQL,7639,1,,
SYBASE,POSTGRESQL,7672,0.25,,
SYBASE,POSTGRESQL,7675,0.25,,
SYBASE,POSTGRESQL,7679,0.25,,
SYBASE,POSTGRESQL,7680,0.25,,
SYBASE,POSTGRESQL,7681,0.25,,
SYBASE,POSTGRESQL,7682,0.25,,
SYBASE,POSTGRESQL,7687,0.25,,
SYBASE,POSTGRESQL,7690,0.5,,
SYBASE,POSTGRESQL,7700,0.5,,
SYBASE,POSTGRESQL,7701,0.5,,
SYBASE,POSTGRESQL,7702,0.25,,
SYBASE,POSTGRESQL,7704,0.25,,
SYBASE,POSTGRESQL,7705,0.25,,
SYBASE,POSTGRESQL,7773,0.5,,
SYBASE,POSTGRESQL,7774,1,,
SYBASE,POSTGRESQL,7775,0.5,,
SYBASE,POSTGRESQL,7776,1,,
SYBASE,POSTGRESQL,7783,0.25,,
SYBASE,POSTGRESQL,7788,0.25,,
SYBASE,POSTGRESQL,7789,0.25,,
SYBASE,POSTGRESQL,7792,1.5,,
SYBASE,POSTGRESQL,7794,0.25,,
SYBASE,POSTGRESQL,7799,0.25,,
SYBASE,POSTGRESQL,7801,0.5,,
SYBASE,POSTGRESQL,7802,0.5,,
SYBASE,POSTGRESQL,7803,0.25,,
SYBASE,POSTGRESQL,7804,0.25,,
SYBASE,POSTGRESQL,7805,0.25,,
SYBASE,POSTGRESQL,7806,0.25,,
SYBASE,POSTGRESQL,7809,0.5,,
SYBASE,POSTGRESQL,7812,0.25,,
SYBASE,POSTGRESQL,7816,0.5,,
SYBASE,POSTGRESQL,7817,0.5,,
SYBASE,POSTGRESQL,7819,0.5,,
SYBASE,POSTGRESQL,7823,0.5,,
SYBASE,POSTGRESQL,7825,0.5,,
SYBASE,POSTGRESQL,7826,0.25,,
SYBASE,POSTGRESQL,7827,0.5,,
SYBASE,POSTGRESQL,7829,0.5,,
SYBASE,POSTGRESQL,7830,0.25,,
SYBASE,POSTGRESQL,7831,1,,
SYBASE,POSTGRESQL,7833,0.25,,
SYBASE,POSTGRESQL,7834,0.25,,
SYBASE,POSTGRESQL,7837,0.5,,
SYBASE,POSTGRESQL,7838,0.5,,
SYBASE,POSTGRESQL,7839,0.5,,
SYBASE,POSTGRESQL,7840,1,,
SYBASE,POSTGRESQL,7904,0.5,,
SYBASE,POSTGRESQL,7907,1,,
SYBASE,POSTGRESQL,7908,1,,
SYBASE,POSTGRESQL,7909,0.5,,
SYBASE,POSTGRESQL,7910,1,,
SYBASE,POSTGRESQL,7911,0.25,,
SYBASE,POSTGRESQL,7912,0.25,,
SYBASE,POSTGRESQL,7913,0.5,,
SYBASE,POSTGRESQL,7914,0.5,,
SYBASE,POSTGRESQL,7915,0.25,,
SYBASE,POSTGRESQL,7916,0.25,,
SYBASE,POSTGRESQL,7923,1,,
SYBASE,POSTGRESQL,7924,1,,
SYBASE,POSTGRESQL,7925,1,,
SYBASE,POSTGRESQL,7927,0.5,,
SYBASE,POSTGRESQL,9999,8,,
SYBASE,POSTGRESQL,9998,8,,
SYBASE,POSTGRESQL,9997,0.5,,
SYBASE,POSTGRESQL,9996,3,INTERFACE - DB LINKS HEAVY QUERY,INTERFACE - DB LINKS HEAVY QUERY
SYBASE,POSTGRESQL,9995,8,,
SYBASE,POSTGRESQL,9994,2,FEATURES LIST - JOBS SCHEDULING - MLOG,
SYBASE,POSTGRESQL,9993,3,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE ,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE 
SYBASE,POSTGRESQL,9991,0.01,,
SYBASE,POSTGRESQL,9990,0.01,,
SYBASE,POSTGRESQL,9992,8,,
SYBASE,MYSQL,9999,8,,
SYBASE,MYSQL,9998,8,,
SYBASE,MYSQL,9997,0.5,,
SYBASE,MYSQL,9996,3,INTERFACE - DB LINKS HEAVY QUERY,INTERFACE - DB LINKS HEAVY QUERY
SYBASE,MYSQL,9995,8,,
SYBASE,MYSQL,9994,2,FEATURES LIST - JOBS SCHEDULING - MLOG,
SYBASE,MYSQL,9993,3,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE ,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE 
SYBASE,MYSQL,9991,0.01,,
SYBASE,MYSQL,9990,0.01,,
SYBASE,MYSQL,9992,8,,
MSSQL,POSTGRESQL,9999,8,,
MSSQL,POSTGRESQL,9998,8,,
MSSQL,POSTGRESQL,9997,0.5,,
MSSQL,POSTGRESQL,9996,3,INTERFACE - DB LINKS HEAVY QUERY,INTERFACE - DB LINKS HEAVY QUERY
MSSQL,POSTGRESQL,9995,8,,
MSSQL,POSTGRESQL,9994,2,FEATURES LIST - JOBS SCHEDULING - MLOG,
MSSQL,POSTGRESQL,9993,3,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE ,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE 
MSSQL,POSTGRESQL,9991,0.01,,
MSSQL,POSTGRESQL,9990,0.01,,
MSSQL,POSTGRESQL,9992,8,,
MSSQL,MYSQL,9999,8,,
MSSQL,MYSQL,9998,8,,
MSSQL,MYSQL,9997,0.5,,
MSSQL,MYSQL,9996,3,INTERFACE - DB LINKS HEAVY QUERY,INTERFACE - DB LINKS HEAVY QUERY
MSSQL,MYSQL,9995,8,,
MSSQL,MYSQL,9994,2,FEATURES LIST - JOBS SCHEDULING - MLOG,
MSSQL,MYSQL,9993,3,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE ,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE 
MSSQL,MYSQL,9991,0.01,,
MSSQL,MYSQL,9990,0.01,,
MSSQL,MYSQL,9992,8,,
DB2,POSTGRESQL,9999,8,,
DB2,POSTGRESQL,9998,8,,
DB2,POSTGRESQL,9997,0.5,,
DB2,POSTGRESQL,9996,3,INTERFACE - DB LINKS HEAVY QUERY,INTERFACE - DB LINKS HEAVY QUERY
DB2,POSTGRESQL,9995,8,,
DB2,POSTGRESQL,9994,2,FEATURES LIST - JOBS SCHEDULING - MLOG,
DB2,POSTGRESQL,9993,3,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE ,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE 
DB2,POSTGRESQL,9991,0.01,,
DB2,POSTGRESQL,9990,0.01,,
DB2,POSTGRESQL,9992,8,,
DB2,MYSQL,9999,8,,
DB2,MYSQL,9998,8,,
DB2,MYSQL,9997,0.5,,
DB2,MYSQL,9996,3,INTERFACE - DB LINKS HEAVY QUERY,INTERFACE - DB LINKS HEAVY QUERY
DB2,MYSQL,9995,8,,
DB2,MYSQL,9994,2,FEATURES LIST - JOBS SCHEDULING - MLOG,
DB2,MYSQL,9993,3,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE ,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE 
DB2,MYSQL,9991,0.01,,
DB2,MYSQL,9990,0.01,,
DB2,MYSQL,9992,8,,
ORACLE,MYSQL,9999,8,,
ORACLE,MYSQL,9998,8,,
ORACLE,MYSQL,9997,0.5,,
ORACLE,MYSQL,9996,3,INTERFACE - DB LINKS HEAVY QUERY,INTERFACE - DB LINKS HEAVY QUERY
ORACLE,MYSQL,9995,8,,
ORACLE,MYSQL,9994,2,FEATURES LIST - JOBS SCHEDULING - MLOG,
ORACLE,MYSQL,9993,3,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE ,HIERARCHY QUERY /DBLINKS / PIVOT / UNPIVOT / DYNAMIC QUERY / UTL_FILE 
ORACLE,MYSQL,9991,0.01,,
ORACLE,MYSQL,9990,0.01,,
ORACLE,MYSQL,9992,8,,
